hour;minute;second;event;total
13;18;23;EventSent;254
13;18;24;EventSent;688
13;18;25;EventSent;700
13;18;26;EventSent;726
13;18;27;EventSent;760
13;18;28;EventSent;752
13;18;29;EventSent;767
13;18;30;EventSent;818
13;18;31;EventSent;805
13;18;32;EventSent;793
13;18;33;EventSent;815
13;18;34;EventSent;804
13;18;35;EventSent;832
13;18;36;EventSent;819
13;18;37;EventSent;846
13;18;38;EventSent;858
13;18;39;EventSent;863
13;18;40;EventSent;851
13;18;41;EventSent;862
13;18;42;EventSent;862
13;18;43;EventSent;858
13;18;44;EventSent;864
13;18;45;EventSent;864
13;18;46;EventSent;868
13;18;47;EventSent;849
13;18;48;EventSent;855
13;18;49;EventSent;863
13;18;50;EventSent;844
13;18;51;EventSent;851
13;18;52;EventSent;859
13;18;53;EventSent;851
13;18;54;EventSent;836
13;18;55;EventSent;855
13;18;56;EventSent;855
13;18;57;EventSent;849
13;18;58;EventSent;835
13;18;59;EventSent;861
13;19;00;EventSent;866
13;19;01;EventSent;852
13;19;02;EventSent;849
13;19;03;EventSent;860
13;19;04;EventSent;863
13;19;05;EventSent;860
13;19;06;EventSent;866
13;19;07;EventSent;872
13;19;08;EventSent;864
13;19;09;EventSent;861
13;19;10;EventSent;867
13;19;11;EventSent;853
13;19;12;EventSent;862
13;19;13;EventSent;875
13;19;14;EventSent;870
13;19;15;EventSent;843
13;19;16;EventSent;877
13;19;17;EventSent;852
13;19;18;EventSent;870
13;19;19;EventSent;854
13;19;20;EventSent;850
13;19;21;EventSent;862
13;19;22;EventSent;852
13;19;23;EventSent;849
13;19;24;EventSent;867
13;19;25;EventSent;862
13;19;26;EventSent;831
13;19;27;EventSent;856
13;19;28;EventSent;868
13;19;29;EventSent;863
13;19;30;EventSent;870
13;19;31;EventSent;865
13;19;32;EventSent;861
13;19;33;EventSent;860
13;19;34;EventSent;868
13;19;35;EventSent;868
13;19;36;EventSent;855
13;19;37;EventSent;858
13;19;38;EventSent;869
13;19;39;EventSent;877
13;19;40;EventSent;868
13;19;41;EventSent;850
13;19;42;EventSent;854
13;19;43;EventSent;859
13;19;44;EventSent;860
13;19;45;EventSent;868
13;19;46;EventSent;866
13;19;47;EventSent;851
13;19;48;EventSent;863
13;19;49;EventSent;875
13;19;50;EventSent;878
13;19;51;EventSent;848
13;19;52;EventSent;856
13;19;53;EventSent;873
13;19;54;EventSent;873
13;19;55;EventSent;862
13;19;56;EventSent;852
13;19;57;EventSent;846
13;19;58;EventSent;865
13;19;59;EventSent;870
13;20;00;EventSent;884
13;20;01;EventSent;866
13;20;02;EventSent;877
13;20;03;EventSent;859
13;20;04;EventSent;854
13;20;05;EventSent;868
13;20;06;EventSent;878
13;20;07;EventSent;869
13;20;08;EventSent;872
13;20;09;EventSent;868
13;20;10;EventSent;871
13;20;11;EventSent;855
13;20;12;EventSent;868
13;20;13;EventSent;875
13;20;14;EventSent;876
13;20;15;EventSent;867
13;20;16;EventSent;877
13;20;17;EventSent;854
13;20;18;EventSent;880
13;20;19;EventSent;854
13;20;20;EventSent;869
13;20;21;EventSent;855
13;20;22;EventSent;855
13;20;23;EventSent;855
13;20;24;EventSent;872
13;20;25;EventSent;860
13;20;26;EventSent;864
13;20;27;EventSent;847
13;20;28;EventSent;848
13;20;29;EventSent;861
13;20;30;EventSent;868
13;20;31;EventSent;865
13;20;32;EventSent;849
13;20;33;EventSent;866
13;20;34;EventSent;868
13;20;35;EventSent;860
13;20;36;EventSent;868
13;20;37;EventSent;869
13;20;38;EventSent;856
13;20;39;EventSent;868
13;20;40;EventSent;887
13;20;41;EventSent;866
13;20;42;EventSent;863
13;20;43;EventSent;856
13;20;44;EventSent;861
13;20;45;EventSent;852
13;20;46;EventSent;872
13;20;47;EventSent;861
13;20;48;EventSent;865
13;20;49;EventSent;878
13;20;50;EventSent;875
13;20;51;EventSent;863
13;20;52;EventSent;852
13;20;53;EventSent;858
13;20;54;EventSent;876
13;20;55;EventSent;871
13;20;56;EventSent;871
13;20;57;EventSent;845
13;20;58;EventSent;856
13;20;59;EventSent;866
13;21;00;EventSent;865
13;21;01;EventSent;805
13;21;02;EventSent;848
13;21;03;EventSent;857
13;21;04;EventSent;858
13;21;05;EventSent;877
13;21;06;EventSent;864
13;21;07;EventSent;869
13;21;08;EventSent;859
13;21;09;EventSent;872
13;21;10;EventSent;871
13;21;11;EventSent;877
13;21;12;EventSent;866
13;21;13;EventSent;864
13;21;14;EventSent;865
13;21;15;EventSent;866
13;21;16;EventSent;872
13;21;17;EventSent;859
13;21;18;EventSent;865
13;21;19;EventSent;872
13;21;20;EventSent;870
13;21;21;EventSent;858
13;21;22;EventSent;867
13;21;23;EventSent;866
13;21;24;EventSent;882
13;21;25;EventSent;872
13;21;26;EventSent;863
13;21;27;EventSent;863
13;21;28;EventSent;861
13;21;29;EventSent;876
13;21;30;EventSent;876
13;21;31;EventSent;830
13;21;32;EventSent;854
13;21;33;EventSent;866
13;21;34;EventSent;862
13;21;35;EventSent;874
13;21;36;EventSent;879
13;21;37;EventSent;859
13;21;38;EventSent;855
13;21;39;EventSent;862
13;21;40;EventSent;858
13;21;41;EventSent;854
13;21;42;EventSent;865
13;21;43;EventSent;865
13;21;44;EventSent;859
13;21;45;EventSent;863
13;21;46;EventSent;875
13;21;47;EventSent;849
13;21;48;EventSent;854
13;21;49;EventSent;872
13;21;50;EventSent;861
13;21;51;EventSent;856
13;21;52;EventSent;855
13;21;53;EventSent;859
13;21;54;EventSent;862
13;21;55;EventSent;872
13;21;56;EventSent;862
13;21;57;EventSent;865
13;21;58;EventSent;859
13;21;59;EventSent;854
13;22;00;EventSent;862
13;22;01;EventSent;846
13;22;02;EventSent;853
13;22;03;EventSent;861
13;22;04;EventSent;865
13;22;05;EventSent;867
13;22;06;EventSent;868
13;22;07;EventSent;854
13;22;08;EventSent;869
13;22;09;EventSent;863
13;22;10;EventSent;874
13;22;11;EventSent;864
13;22;12;EventSent;876
13;22;13;EventSent;875
13;22;14;EventSent;876
13;22;15;EventSent;858
13;22;16;EventSent;858
13;22;17;EventSent;835
13;22;18;EventSent;868
13;22;19;EventSent;858
13;22;20;EventSent;871
13;22;21;EventSent;865
13;22;22;EventSent;865
13;22;23;EventSent;861
13;22;24;EventSent;879
13;22;25;EventSent;863
13;22;26;EventSent;867
13;22;27;EventSent;861
13;22;28;EventSent;859
13;22;29;EventSent;854
13;22;30;EventSent;863
13;22;31;EventSent;837
13;22;32;EventSent;878
13;22;33;EventSent;850
13;22;34;EventSent;856
13;22;35;EventSent;870
13;22;36;EventSent;867
13;22;37;EventSent;858
13;22;38;EventSent;870
13;22;39;EventSent;865
13;22;40;EventSent;869
13;22;41;EventSent;871
13;22;42;EventSent;862
13;22;43;EventSent;866
13;22;44;EventSent;868
13;22;45;EventSent;868
