hour;minute;second;event;total
16;40;05;EventSent;861
16;40;06;AckSent;15
16;40;06;EventSent;2831
16;40;07;EventSent;2
16;40;06;EventSent;3
16;40;07;AckSent;1
16;40;06;EventSent;2
16;40;07;EventSent;2
16;40;06;EventSent;2
16;40;07;EventSent;1
16;40;06;EventSent;1
16;40;07;EventSent;2
16;40;06;EventSent;11
16;40;07;AckSent;87
16;40;07;EventSent;1901
16;40;08;EventSent;17
16;40;07;AckSent;1
16;40;08;AckSent;1
16;40;08;EventSent;1
16;40;07;EventSent;4
16;40;08;EventSent;1
16;40;07;EventSent;1
16;40;08;AckSent;1
16;40;08;EventSent;62
16;40;07;EventSent;5
16;40;08;EventSent;1
16;40;07;EventSent;1
16;40;08;AckSent;92
16;40;08;EventSent;1692
16;40;09;EventSent;5
16;40;08;AckSent;1
16;40;09;AckSent;9
16;40;09;EventSent;22
16;40;08;EventSent;1
16;40;09;AckSent;132
16;40;09;EventSent;2071
16;40;10;EventSent;39
16;40;09;EventSent;5
16;40;10;EventSent;1
16;40;09;AckSent;1
16;40;10;AckSent;3
16;40;09;EventSent;1
16;40;10;AckSent;4
16;40;09;EventSent;4
16;40;10;AckSent;109
16;40;10;EventSent;2225
16;40;11;EventSent;1
16;40;10;EventSent;4
16;40;11;EventSent;31
16;40;10;EventSent;1
16;40;11;AckSent;100
16;40;11;EventSent;2105
16;40;12;AckSent;204
16;40;12;EventSent;3799
16;40;13;EventSent;7
16;40;12;EventSent;2
16;40;13;EventSent;4
16;40;12;EventSent;3
16;40;13;AckSent;178
16;40;13;EventSent;3622
16;40;14;EventSent;13
16;40;13;AckSent;1
16;40;13;EventSent;2
16;40;14;AckSent;2
16;40;14;EventSent;1
16;40;13;EventSent;3
16;40;14;AckSent;4
16;40;13;EventSent;2
16;40;14;AckSent;1
16;40;13;EventSent;3
16;40;14;AckSent;132
16;40;14;EventSent;3131
16;40;15;EventSent;15
16;40;14;EventSent;1
16;40;15;AckSent;1
16;40;15;EventSent;9
16;40;14;EventSent;3
16;40;15;AckSent;160
16;40;15;EventSent;4184
16;40;16;AckSent;76
16;40;16;EventSent;3443
16;40;17;AckSent;57
16;40;17;EventSent;573
16;40;18;AckSent;50
16;40;19;AckSent;35
16;40;20;AckSent;71
16;40;21;AckSent;66
16;40;22;AckSent;83
16;40;23;AckSent;119
16;40;24;AckSent;80
16;40;25;AckSent;50
16;40;26;AckSent;116
16;40;27;AckSent;43
16;40;28;AckSent;52
16;40;29;AckSent;66
16;40;30;AckSent;64
16;40;31;AckSent;58
16;40;32;AckSent;44
16;40;33;AckSent;38
16;40;34;AckSent;63
16;40;35;AckSent;41
16;40;36;AckSent;64
16;40;37;AckSent;64
16;40;38;AckSent;47
16;40;39;AckSent;43
16;40;40;AckSent;35
16;40;41;AckSent;47
16;40;42;AckSent;54
16;40;43;AckSent;30
16;40;44;AckSent;37
16;40;45;AckSent;42
16;40;46;AckSent;63
16;40;47;AckSent;33
16;40;48;AckSent;29
16;40;49;AckSent;28
16;40;50;AckSent;30
16;40;51;AckSent;20
16;40;52;AckSent;23
16;40;53;AckSent;74
16;40;54;AckSent;60
16;40;55;AckSent;42
16;40;56;AckSent;85
16;40;57;AckSent;59
16;40;58;AckSent;43
16;40;59;AckSent;20
16;41;00;AckSent;20
16;41;01;AckSent;22
16;41;02;AckSent;74
16;41;03;AckSent;48
16;41;04;AckSent;76
16;41;05;AckSent;88
16;41;06;AckSent;28
16;41;07;AckSent;21
16;41;08;AckSent;15
16;41;09;AckSent;26
16;41;10;AckSent;43
16;41;11;AckSent;50
16;41;12;AckSent;44
16;41;13;AckSent;56
16;41;14;AckSent;45
16;41;15;AckSent;31
16;41;16;AckSent;23
16;41;17;AckSent;43
16;41;18;AckSent;22
16;41;19;AckSent;17
16;41;20;AckSent;20
16;41;21;AckSent;41
16;41;22;AckSent;29
16;41;23;AckSent;65
16;41;24;AckSent;45
16;41;25;AckSent;49
16;41;26;AckSent;55
16;41;27;AckSent;57
16;41;28;AckSent;36
16;41;29;AckSent;28
16;41;30;AckSent;138
16;41;31;AckSent;430
16;41;32;AckSent;277
16;41;33;AckSent;295
16;41;34;AckSent;187
16;41;35;AckSent;123
16;41;36;AckSent;339
16;41;37;AckSent;58
16;41;38;AckSent;29
16;41;39;AckSent;77
16;41;40;AckSent;124
16;41;41;AckSent;127
16;41;42;AckSent;175
16;41;43;AckSent;150
16;41;44;AckSent;128
16;41;45;AckSent;74
16;41;46;AckSent;39
16;41;47;AckSent;13
16;41;48;AckSent;13
16;41;49;AckSent;58
16;41;50;AckSent;183
16;41;51;AckSent;47
16;41;52;AckSent;56
16;41;52;EventSent;2568
16;41;53;AckSent;188
16;41;53;EventSent;7650
16;41;54;EventSent;172
16;41;53;AckSent;1
16;41;53;EventSent;10
16;41;54;AckSent;185
16;41;54;EventSent;7557
16;41;55;AckSent;153
16;41;55;EventSent;9162
16;41;56;AckSent;184
16;41;56;EventSent;5265
16;41;57;AckSent;1
16;41;56;EventSent;1
16;41;57;AckSent;177
16;41;57;EventSent;53
