hour;minute;second;event;total
16;26;01;EventSent;22
16;26;02;AckSent;73
16;26;02;EventSent;4245
16;26;03;EventSent;9
16;26;02;EventSent;1
16;26;03;EventSent;2
16;26;02;EventSent;1
16;26;03;AckSent;228
16;26;03;EventSent;4654
16;26;04;EventSent;8
16;26;03;EventSent;1
16;26;04;EventSent;7
16;26;03;EventSent;1
16;26;04;EventSent;1
16;26;03;EventSent;1
16;26;04;AckSent;300
16;26;04;EventSent;5632
16;26;05;EventSent;2
16;26;04;EventSent;1
16;26;05;EventSent;1
16;26;04;EventSent;1
16;26;05;EventSent;1
16;26;04;EventSent;2
16;26;05;EventSent;6
16;26;04;AckSent;1
16;26;05;AckSent;300
16;26;05;EventSent;5954
16;26;06;AckSent;12
16;26;06;EventSent;46
16;26;05;EventSent;1
16;26;06;EventSent;1
16;26;05;EventSent;1
16;26;06;AckSent;216
16;26;06;EventSent;5769
16;26;07;EventSent;3
16;26;06;EventSent;1
16;26;07;EventSent;1
16;26;06;EventSent;1
16;26;07;EventSent;6
16;26;06;AckSent;1
16;26;06;EventSent;1
16;26;07;AckSent;211
16;26;07;EventSent;3548
16;26;08;AckSent;279
16;26;08;EventSent;164
16;26;09;AckSent;339
16;26;10;AckSent;330
16;26;11;AckSent;294
16;26;12;AckSent;453
16;26;13;AckSent;237
16;26;13;EventSent;19
16;26;14;AckSent;372
16;26;14;EventSent;7342
16;26;15;EventSent;3
16;26;14;AckSent;1
16;26;15;EventSent;8
16;26;14;EventSent;3
16;26;15;AckSent;458
16;26;15;EventSent;9775
16;26;16;AckSent;447
16;26;16;EventSent;7347
16;26;17;AckSent;554
16;26;17;EventSent;186
16;26;18;AckSent;801
16;26;19;AckSent;851
16;26;20;AckSent;778
16;26;21;AckSent;1494
16;26;22;AckSent;1375
16;26;23;AckSent;914
16;26;24;AckSent;871
16;26;25;AckSent;693
16;26;25;EventSent;2467
16;26;26;AckSent;359
16;26;26;EventSent;4351
16;26;27;AckSent;909
16;26;28;AckSent;1812
16;26;29;AckSent;1112
16;26;30;AckSent;1662
16;26;30;EventSent;2298
16;26;31;AckSent;1716
16;26;31;EventSent;9924
16;26;32;AckSent;1632
16;26;32;EventSent;9848
16;26;33;AckSent;1717
16;26;33;EventSent;9050
16;26;34;AckSent;2015
16;26;34;EventSent;6430
16;26;35;AckSent;2618
16;26;36;AckSent;2793
16;26;37;AckSent;2094
16;26;38;AckSent;2171
16;26;39;AckSent;2050
16;26;39;EventSent;9389
16;26;40;AckSent;2282
16;26;40;EventSent;10702
16;26;41;AckSent;2033
16;26;41;EventSent;7150
16;26;42;AckSent;2173
16;26;42;EventSent;4948
16;26;43;AckSent;3078
16;26;43;EventSent;2440
16;26;44;AckSent;3105
16;26;45;AckSent;2281
16;26;46;AckSent;1824
16;26;47;AckSent;2359
16;26;47;EventSent;2361
16;26;48;AckSent;1823
16;26;48;EventSent;10558
16;26;49;AckSent;1774
16;26;49;EventSent;10042
16;26;50;AckSent;2150
16;26;50;EventSent;7824
16;26;51;AckSent;2050
16;26;51;EventSent;8145
16;26;52;AckSent;2149
16;26;52;EventSent;2875
16;26;53;AckSent;2815
16;26;54;AckSent;2905
16;26;55;AckSent;2953
16;26;56;AckSent;2789
16;26;56;EventSent;4593
16;26;57;AckSent;2405
16;26;57;EventSent;10652
16;26;58;AckSent;2289
16;26;58;EventSent;8649
16;26;59;AckSent;2007
16;26;59;EventSent;4706
16;27;00;AckSent;1854
16;27;00;EventSent;10029
16;27;01;EventSent;9
16;27;00;EventSent;1
16;27;01;AckSent;1746
16;27;01;EventSent;7864
16;27;02;AckSent;1880
16;27;03;AckSent;1693
16;27;04;AckSent;1531
16;27;05;AckSent;1940
16;27;06;AckSent;1760
16;27;07;AckSent;1545
16;27;08;AckSent;1699
16;27;08;EventSent;1423
16;27;09;AckSent;1674
16;27;09;EventSent;10267
16;27;10;AckSent;1669
16;27;10;EventSent;10217
16;27;11;AckSent;2338
16;27;11;EventSent;1974
16;27;12;AckSent;2519
16;27;13;AckSent;1462
16;27;13;EventSent;5606
16;27;14;AckSent;1377
16;27;14;EventSent;6863
16;27;15;AckSent;1696
16;27;15;EventSent;2914
16;27;16;AckSent;1596
16;27;17;AckSent;1907
16;27;18;AckSent;1231
16;27;19;AckSent;1116
16;27;20;AckSent;2184
16;27;21;AckSent;1834
16;27;22;AckSent;1337
16;27;23;AckSent;1755
16;27;23;EventSent;7738
16;27;24;AckSent;1552
16;27;24;EventSent;10497
16;27;25;AckSent;1911
16;27;25;EventSent;5802
16;27;26;AckSent;1968
16;27;27;AckSent;1901
16;27;28;AckSent;2162
16;27;29;AckSent;3079
16;27;30;AckSent;3812
16;27;31;AckSent;1566
16;27;31;EventSent;7591
16;27;32;AckSent;1397
16;27;32;EventSent;10252
16;27;33;AckSent;2041
16;27;33;EventSent;8176
16;27;34;AckSent;1260
16;27;34;EventSent;10484
16;27;35;AckSent;1352
16;27;35;EventSent;10035
16;27;36;AckSent;2090
16;27;36;EventSent;1178
16;27;37;AckSent;1925
16;27;38;AckSent;2534
16;27;39;AckSent;3434
16;27;39;EventSent;2102
16;27;40;AckSent;1510
16;27;40;EventSent;10381
16;27;41;AckSent;1553
16;27;41;EventSent;10661
16;27;42;EventSent;7
16;27;41;EventSent;1
16;27;42;AckSent;2504
16;27;42;EventSent;578
16;27;43;AckSent;2208
16;27;44;AckSent;1921
16;27;45;AckSent;1785
16;27;46;AckSent;2119
16;27;46;EventSent;3047
16;27;47;EventSent;1
16;27;46;EventSent;2
16;27;47;AckSent;1733
16;27;47;EventSent;10172
16;27;48;AckSent;1639
16;27;48;EventSent;9407
16;27;49;AckSent;2831
16;27;50;AckSent;1904
16;27;51;AckSent;2222
16;27;52;AckSent;2710
16;27;52;EventSent;2686
16;27;53;AckSent;2336
16;27;53;EventSent;6472
16;27;54;AckSent;1917
16;27;54;EventSent;5203
16;27;55;AckSent;2313
16;27;56;AckSent;2112
16;27;57;AckSent;1969
16;27;58;AckSent;1623
16;27;58;EventSent;322
16;27;59;EventSent;7
16;27;58;EventSent;1
16;27;59;AckSent;1597
16;27;59;EventSent;10293
16;28;00;AckSent;1233
16;28;00;EventSent;10388
16;28;01;EventSent;11
16;28;00;EventSent;1
16;28;01;AckSent;1902
16;28;01;EventSent;2828
16;28;02;AckSent;2133
