hour;minute;second;event;total
16;26;02;EventSent;1328
16;26;03;EventSent;4
16;26;02;EventSent;1
16;26;03;EventSent;3038
16;26;04;EventSent;4
16;26;03;EventSent;1
16;26;04;EventSent;2
16;26;03;EventSent;1
16;26;04;EventSent;2675
16;26;05;EventSent;1
16;26;04;EventSent;5
16;26;05;EventSent;39
16;26;04;EventSent;1
16;26;05;EventSent;2506
16;26;06;EventSent;1
16;26;05;EventSent;2
16;26;06;EventSent;2832
16;26;07;EventSent;3108
16;26;08;EventSent;2
16;26;07;EventSent;1
16;26;08;EventSent;7
16;26;07;EventSent;4
16;26;08;EventSent;2
16;26;07;EventSent;1
16;26;08;EventSent;2
16;26;07;EventSent;1
16;26;08;EventSent;2
16;26;07;EventSent;1
16;26;08;EventSent;3
16;26;07;EventSent;1
16;26;08;EventSent;3048
16;26;09;EventSent;3309
16;26;10;EventSent;1
16;26;09;EventSent;4
16;26;10;EventSent;2
16;26;09;EventSent;11
16;26;10;EventSent;1
16;26;09;EventSent;1
16;26;10;EventSent;2
16;26;09;EventSent;1
16;26;10;EventSent;3401
16;26;11;EventSent;3194
16;26;12;EventSent;9
16;26;11;EventSent;1
16;26;12;EventSent;3614
16;26;13;EventSent;3248
16;26;14;EventSent;6
16;26;13;EventSent;1
16;26;14;EventSent;1
16;26;13;EventSent;1
16;26;14;EventSent;1087
16;26;15;EventSent;14
16;26;14;EventSent;3
16;26;15;EventSent;2
16;26;14;EventSent;4
16;26;15;EventSent;3320
16;26;16;EventSent;1
16;26;15;EventSent;1
16;26;16;EventSent;1
16;26;15;EventSent;4
16;26;16;EventSent;4
16;26;15;EventSent;2
16;26;16;EventSent;15
16;26;15;EventSent;4
16;26;16;EventSent;1
16;26;15;EventSent;1
16;26;16;EventSent;3106
16;26;17;EventSent;10
16;26;16;EventSent;10
16;26;17;EventSent;3777
16;26;18;EventSent;1
16;26;17;EventSent;13
16;26;18;EventSent;3293
16;26;19;EventSent;6
16;26;18;EventSent;16
16;26;19;EventSent;1
16;26;18;EventSent;2
16;26;19;EventSent;3108
16;26;20;EventSent;5
16;26;19;EventSent;1
16;26;20;EventSent;3626
16;26;21;EventSent;1
16;26;20;EventSent;3
