hour;minute;second;event;total
16;04;55;EventSent;515
16;04;56;EventSent;954
16;04;57;EventSent;1
16;04;56;EventSent;2
16;04;57;AckSent;54
16;04;57;EventSent;1022
16;04;58;EventSent;1
16;04;57;EventSent;5
16;04;58;EventSent;5
16;04;57;EventSent;1
16;04;58;AckSent;135
16;04;58;EventSent;1526
16;04;59;EventSent;3
16;04;58;EventSent;4
16;04;59;EventSent;1
16;04;58;EventSent;2
16;04;59;AckSent;158
16;04;59;EventSent;1391
16;05;00;AckSent;2
16;05;00;EventSent;9
16;04;59;EventSent;3
16;05;00;EventSent;1
16;04;59;EventSent;2
16;05;00;AckSent;124
16;05;00;EventSent;1487
16;05;01;AckSent;155
16;05;01;EventSent;1327
16;05;02;AckSent;109
16;05;02;EventSent;1409
16;05;03;AckSent;4
16;05;03;EventSent;9
16;05;02;EventSent;3
16;05;03;AckSent;61
16;05;03;EventSent;1199
16;05;04;EventSent;3
16;05;03;EventSent;3
16;05;04;AckSent;63
16;05;04;EventSent;1612
16;05;05;EventSent;3
16;05;04;EventSent;1
16;05;05;AckSent;52
16;05;05;EventSent;1655
16;05;06;EventSent;7
16;05;05;EventSent;1
16;05;06;AckSent;86
16;05;06;EventSent;482
16;05;07;AckSent;107
16;05;08;AckSent;94
16;05;09;AckSent;89
16;05;10;AckSent;120
16;05;11;AckSent;102
16;05;12;AckSent;58
16;05;13;AckSent;76
16;05;14;AckSent;81
16;05;15;AckSent;68
16;05;16;AckSent;67
16;05;17;AckSent;77
16;05;18;AckSent;62
16;05;19;AckSent;48
16;05;20;AckSent;67
16;05;21;AckSent;42
16;05;22;AckSent;33
16;05;23;AckSent;69
16;05;24;AckSent;39
16;05;25;AckSent;78
16;05;26;AckSent;59
16;05;27;AckSent;57
16;05;28;AckSent;86
16;05;29;AckSent;103
16;05;30;AckSent;80
16;05;31;AckSent;63
16;05;32;AckSent;34
16;05;33;AckSent;85
16;05;34;AckSent;118
16;05;35;AckSent;203
16;05;36;AckSent;93
16;05;37;AckSent;64
16;05;38;AckSent;88
16;05;39;AckSent;39
16;05;40;AckSent;78
16;05;41;AckSent;43
16;05;42;AckSent;66
16;05;43;AckSent;98
16;05;44;AckSent;201
16;05;45;AckSent;226
16;05;46;AckSent;406
16;05;47;AckSent;295
16;05;48;AckSent;224
16;05;48;EventSent;11
16;05;49;AckSent;254
16;05;49;EventSent;2053
16;05;50;AckSent;350
16;05;50;EventSent;4616
16;05;51;AckSent;248
16;05;51;EventSent;4681
16;05;52;AckSent;158
16;05;52;EventSent;2590
16;05;53;AckSent;242
16;05;54;AckSent;124
16;05;55;AckSent;341
16;05;56;AckSent;287
16;05;57;AckSent;634
16;05;58;AckSent;473
16;05;59;AckSent;268
16;06;00;AckSent;255
16;06;01;AckSent;374
16;06;01;EventSent;2024
16;06;02;AckSent;201
16;06;02;EventSent;4909
16;06;03;AckSent;66
16;06;03;EventSent;3716
16;06;04;AckSent;113
16;06;04;EventSent;134
16;06;05;AckSent;217
16;06;06;AckSent;117
16;06;07;AckSent;156
16;06;08;AckSent;101
16;06;09;AckSent;151
16;06;10;AckSent;293
16;06;11;AckSent;302
16;06;12;AckSent;183
16;06;13;AckSent;140
16;06;14;AckSent;115
16;06;15;AckSent;208
16;06;16;AckSent;21
16;06;17;AckSent;15
16;06;18;AckSent;259
16;06;19;AckSent;214
16;06;20;AckSent;255
16;06;21;AckSent;345
16;06;22;AckSent;297
16;06;23;AckSent;391
16;06;24;AckSent;311
16;06;25;AckSent;364
16;06;26;AckSent;322
16;06;27;AckSent;922
16;06;28;AckSent;1267
16;06;29;AckSent;1242
16;06;30;AckSent;847
16;06;31;AckSent;1355
16;06;31;EventSent;1453
16;06;32;AckSent;669
16;06;32;EventSent;4843
16;06;33;AckSent;1191
16;06;33;EventSent;4892
16;06;34;AckSent;209
16;06;34;EventSent;1634
16;06;35;AckSent;251
16;06;36;AckSent;269
16;06;37;AckSent;265
16;06;38;AckSent;99
16;06;39;AckSent;20
16;06;40;AckSent;42
16;06;41;AckSent;1017
16;06;42;AckSent;920
16;06;43;AckSent;1026
16;06;43;EventSent;4525
16;06;44;AckSent;2238
16;06;44;EventSent;5053
16;06;45;AckSent;2265
16;06;45;EventSent;1819
16;06;46;AckSent;1778
16;06;47;AckSent;2497
16;06;47;EventSent;3816
16;06;48;AckSent;1160
16;06;48;EventSent;4569
16;06;49;AckSent;475
16;06;49;EventSent;3865
16;06;50;AckSent;362
16;06;51;AckSent;447
16;06;52;AckSent;342
16;06;53;AckSent;457
16;06;54;AckSent;426
16;06;55;AckSent;392
16;06;56;AckSent;245
16;06;57;AckSent;617
16;06;58;AckSent;703
16;06;59;AckSent;1373
16;07;00;AckSent;400
16;07;01;AckSent;296
16;07;02;AckSent;1087
16;07;03;AckSent;1531
16;07;04;AckSent;1343
16;07;04;EventSent;3559
16;07;05;AckSent;1110
16;07;05;EventSent;4749
16;07;06;AckSent;1170
