hour;minute;second;event;total
16;02;59;AckSent;17
16;02;59;EventSent;1490
16;03;00;EventSent;3
16;02;59;AckSent;1
16;03;00;EventSent;3
16;02;59;EventSent;4
16;03;00;EventSent;1
16;02;59;EventSent;1
16;03;00;EventSent;1
16;02;59;EventSent;2
16;03;00;AckSent;208
16;03;00;EventSent;2684
16;03;01;AckSent;205
16;03;01;EventSent;2480
16;03;02;AckSent;205
16;03;02;EventSent;2907
16;03;03;AckSent;146
16;03;03;EventSent;3183
16;03;04;AckSent;145
16;03;04;EventSent;3895
16;03;05;AckSent;144
16;03;05;EventSent;3652
16;03;06;AckSent;157
16;03;06;EventSent;2672
16;03;07;AckSent;224
16;03;07;EventSent;16
16;03;08;AckSent;226
16;03;09;AckSent;73
16;03;10;AckSent;398
16;03;11;AckSent;236
16;03;12;AckSent;309
16;03;13;AckSent;391
16;03;14;AckSent;510
16;03;15;AckSent;905
16;03;16;AckSent;1239
16;03;16;EventSent;3428
16;03;17;AckSent;1737
16;03;17;EventSent;4784
16;03;18;AckSent;1219
16;03;18;EventSent;3831
16;03;19;AckSent;1489
16;03;19;EventSent;2708
16;03;20;AckSent;1712
16;03;20;EventSent;4845
16;03;21;AckSent;1623
16;03;21;EventSent;3812
16;03;22;AckSent;1212
16;03;23;AckSent;1202
16;03;24;AckSent;933
16;03;25;AckSent;1257
16;03;26;AckSent;2233
16;03;26;EventSent;3376
16;03;27;AckSent;2263
16;03;27;EventSent;4796
16;03;28;AckSent;2295
16;03;28;EventSent;4360
16;03;29;AckSent;2755
16;03;29;EventSent;4069
16;03;30;AckSent;1210
16;03;30;EventSent;2859
16;03;31;AckSent;1574
16;03;32;AckSent;2189
16;03;33;AckSent;2188
16;03;33;EventSent;2062
16;03;34;AckSent;2917
16;03;34;EventSent;5086
16;03;35;AckSent;3154
16;03;35;EventSent;5031
16;03;36;AckSent;1546
16;03;36;EventSent;4925
16;03;37;AckSent;1661
16;03;37;EventSent;1442
16;03;38;AckSent;4702
16;03;39;AckSent;2385
16;03;39;EventSent;3676
16;03;40;AckSent;2400
16;03;40;EventSent;4744
16;03;41;AckSent;2964
16;03;41;EventSent;4862
16;03;42;AckSent;2580
16;03;42;EventSent;4183
16;03;43;AckSent;2204
16;03;44;AckSent;2694
16;03;44;EventSent;135
16;03;45;AckSent;2155
16;03;45;EventSent;4742
16;03;46;AckSent;2106
16;03;46;EventSent;4909
16;03;47;AckSent;2707
16;03;47;EventSent;2290
16;03;48;AckSent;3351
16;03;48;EventSent;550
16;03;49;AckSent;2938
16;03;50;AckSent;2790
16;03;50;EventSent;3405
16;03;51;AckSent;3687
16;03;51;EventSent;5149
16;03;52;AckSent;1869
16;03;52;EventSent;5055
16;03;53;AckSent;2311
16;03;53;EventSent;409
16;03;54;AckSent;2190
16;03;55;AckSent;1928
16;03;55;EventSent;3903
16;03;56;AckSent;2768
16;03;56;EventSent;4804
16;03;57;AckSent;2693
16;03;57;EventSent;3480
16;03;58;AckSent;2118
16;03;58;EventSent;616
16;03;59;AckSent;2822
